index,rank,word
30947,7,technology
30949,7,technology
30968,7,technology
30972,7,technology
30998,7,technology
31034,7,technology
31089,7,technology
31110,7,technology
31113,7,technology
31119,7,technology
31127,7,technology
31273,7,technology
31286,7,technology
31291,7,technology
31391,7,technology
31703,7,technology
31738,7,technology
31783,7,technology
31869,7,technology
31872,7,technology
31924,7,technology
31943,7,technology
32165,7,technology
33215,7,technology
33245,7,technology
33261,7,technology
128,8,may
146,8,may
150,8,may
309,8,may
311,8,may
319,8,may
324,8,may
1466,8,may
2289,8,may
2322,8,may
2674,8,may
3805,8,may
4240,8,may
4320,8,may
5198,8,may
5218,8,may
5511,8,may
7250,8,may
7638,8,may
8022,8,may
8643,8,may
8704,8,may
8878,8,may
9162,8,may
9189,8,may
9197,8,may
9227,8,may
10234,8,may
10326,8,may
10357,8,may
10557,8,may
10568,8,may
10579,8,may
12178,8,may
12198,8,may
12495,8,may
12558,8,may
13423,8,may
14698,8,may
15367,8,may
15965,8,may
16030,8,may
16887,8,may
19816,8,may
19900,8,may
20220,8,may
20334,8,may
20624,8,may
21559,8,may
22104,8,may
22159,8,may
23115,8,may
23117,8,may
23843,8,may
23853,8,may
24208,8,may
24271,8,may
24698,8,may
24775,8,may
25760,8,may
25844,8,may
25854,8,may
25942,8,may
25957,8,may
25998,8,may
26054,8,may
26114,8,may
26394,8,may
26400,8,may
26532,8,may
26870,8,may
26979,8,may
27211,8,may
27858,8,may
28340,8,may
28780,8,may
29008,8,may
29010,8,may
29412,8,may
29438,8,may
29619,8,may
30659,8,may
30763,8,may
31939,8,may
33257,8,may
33282,8,may
33976,8,may
33988,8,may
34260,8,may
34315,8,may
34515,8,may
574,9,modern
797,9,modern
824,9,modern
862,9,modern
881,9,modern
897,9,modern
958,9,modern
984,9,modern
1764,9,modern
1877,9,modern
3161,9,modern
3178,9,modern
3872,9,modern
4035,9,modern
4987,9,modern
5103,9,modern
5906,9,modern
5971,9,modern
6041,9,modern
6054,9,modern
6133,9,modern
6177,9,modern
6277,9,modern
6427,9,modern
6444,9,modern
6574,9,modern
6615,9,modern
6732,9,modern
6865,9,modern
7082,9,modern
7133,9,modern
7222,9,modern
7334,9,modern
7363,9,modern
7400,9,modern
7548,9,modern
7607,9,modern
7759,9,modern
7970,9,modern
8036,9,modern
8045,9,modern
8715,9,modern
8728,9,modern
8832,9,modern
8951,9,modern
9029,9,modern
9057,9,modern
9128,9,modern
9152,9,modern
9167,9,modern
9265,9,modern
9628,9,modern
9689,9,modern
9820,9,modern
9913,9,modern
10019,9,modern
10207,9,modern
11307,9,modern
12713,9,modern
15144,9,modern
15186,9,modern
15930,9,modern
16700,9,modern
16740,9,modern
18031,9,modern
20629,9,modern
20754,9,modern
20845,9,modern
20985,9,modern
21056,9,modern
22474,9,modern
22498,9,modern
29677,9,modern
29775,9,modern
29800,9,modern
29824,9,modern
30122,9,modern
30327,9,modern
30348,9,modern
30803,9,modern
31214,9,modern
31421,9,modern
31737,9,modern
34631,9,modern
34719,9,modern
34778,9,modern
34799,9,modern
120,10,social
207,10,social
2552,10,social
3532,10,social
5154,10,social
5239,10,social
5480,10,social
6049,10,social
6158,10,social
6195,10,social
6558,10,social
6565,10,social
6812,10,social
6941,10,social
7329,10,social
7793,10,social
7950,10,social
8873,10,social
9778,10,social
10355,10,social
11167,10,social
13101,10,social
13125,10,social
13397,10,social
13499,10,social
13718,10,social
14130,10,social
14168,10,social
16027,10,social
17373,10,social
17531,10,social
18223,10,social
18446,10,social
18877,10,social
18901,10,social
18938,10,social
18981,10,social
19035,10,social
19101,10,social
19158,10,social
19448,10,social
19632,10,social
19714,10,social
19743,10,social
19953,10,social
20114,10,social
20413,10,social
20786,10,social
21780,10,social
21914,10,social
22201,10,social
23468,10,social
24337,10,social
24892,10,social
25117,10,social
25206,10,social
26998,10,social
27176,10,social
27666,10,social
27743,10,social
28001,10,social
28525,10,social
28720,10,social
28892,10,social
30172,10,social
30186,10,social
30268,10,social
30288,10,social
30475,10,social
30489,10,social
30537,10,social
30575,10,social
30954,10,social
30977,10,social
31375,10,social
32578,10,social
32676,10,social
32958,10,social
32989,10,social
33360,10,social
34074,10,social
34157,10,social
34162,10,social
34167,10,social
195,11,many
1278,11,many
2019,11,many
2295,11,many
2680,11,many
3071,11,many
3111,11,many
3978,11,many
4593,11,many
4632,11,many
5195,11,many
5295,11,many
5346,11,many
6959,11,many
7840,11,many
7923,11,many
7967,11,many
8302,11,many
8349,11,many
8841,11,many
9142,11,many
9175,11,many
9259,11,many
9284,11,many
10794,11,many
10993,11,many
11124,11,many
11179,11,many
11304,11,many
11461,11,many
11980,11,many
12167,11,many
12278,11,many
12394,11,many
12658,11,many
12964,11,many
12995,11,many
13486,11,many
13515,11,many
16067,11,many
16155,11,many
16917,11,many
17278,11,many
17951,11,many
18052,11,many
18387,11,many
20195,11,many
20884,11,many
21169,11,many
21369,11,many
22025,11,many
22284,11,many
22431,11,many
22506,11,many
22773,11,many
23524,11,many
24289,11,many
24515,11,many
24743,11,many
26209,11,many
26645,11,many
27692,11,many
28829,11,many
28854,11,many
30463,11,many
30623,11,many
32409,11,many
33048,11,many
33322,11,many
33466,11,many
33476,11,many
33612,11,many
33721,11,many
33748,11,many
3329,12,freedom
11245,12,freedom
12378,12,freedom
12384,12,freedom
12405,12,freedom
12415,12,freedom
12533,12,freedom
12568,12,freedom
12615,12,freedom
12687,12,freedom
12761,12,freedom
12809,12,freedom
13082,12,freedom
13145,12,freedom
13155,12,freedom
13232,12,freedom
13324,12,freedom
13347,12,freedom
13367,12,freedom
13461,12,freedom
13494,12,freedom
14794,12,freedom
14823,12,freedom
14834,12,freedom
14930,12,freedom
14992,12,freedom
15029,12,freedom
15050,12,freedom
15142,12,freedom
15161,12,freedom
15326,12,freedom
16697,12,freedom
17071,12,freedom
17210,12,freedom
17363,12,freedom
17379,12,freedom
17518,12,freedom
17537,12,freedom
17549,12,freedom
17608,12,freedom
17613,12,freedom
17675,12,freedom
17859,12,freedom
17986,12,freedom
18352,12,freedom
18385,12,freedom
18439,12,freedom
18454,12,freedom
18563,12,freedom
18692,12,freedom
18770,12,freedom
18812,12,freedom
18965,12,freedom
19009,12,freedom
19107,12,freedom
19217,12,freedom
19397,12,freedom
19427,12,freedom
19762,12,freedom
19773,12,freedom
19863,12,freedom
19941,12,freedom
20002,12,freedom
21974,12,freedom
23900,12,freedom
23963,12,freedom
24738,12,freedom
24747,12,freedom
28659,12,freedom
30025,12,freedom
31731,12,freedom
32118,12,freedom
32148,12,freedom
33732,12,freedom
304,13,industrial
360,13,industrial
4988,13,industrial
5907,13,industrial
6178,13,industrial
6736,13,industrial
6770,13,industrial
7318,13,industrial
7401,13,industrial
7549,13,industrial
9314,13,industrial
14778,13,industrial
16592,13,industrial
16688,13,industrial
19367,13,industrial
21624,13,industrial
23012,13,industrial
24269,13,industrial
24321,13,industrial
24382,13,industrial
24406,13,industrial
24445,13,industrial
24876,13,industrial
24905,13,industrial
25391,13,industrial
25434,13,industrial
27181,13,industrial
27195,13,industrial
27754,13,industrial
27806,13,industrial
27865,13,industrial
27957,13,industrial
28079,13,industrial
28564,13,industrial
29061,13,industrial
29244,13,industrial
29423,13,industrial
29450,13,industrial
29513,13,industrial
29528,13,industrial
29545,13,industrial
29638,13,industrial
29757,13,industrial
29989,13,industrial
30036,13,industrial
30634,13,industrial
30677,13,industrial
30721,13,industrial
30727,13,industrial
30749,13,industrial
31264,13,industrial
31331,13,industrial
31406,13,industrial
329,14,process
2627,14,process
4185,14,process
5330,14,process
5510,14,process
5614,14,process
5647,14,process
5823,14,process
5838,14,process
6122,14,process
6153,14,process
7277,14,process
7349,14,process
7373,14,process
7390,14,process
7437,14,process
7507,14,process
7510,14,process
7733,14,process
7805,14,process
7829,14,process
7893,14,process
7936,14,process
8099,14,process
8453,14,process
9294,14,process
9662,14,process
9741,14,process
9769,14,process
9876,14,process
9984,14,process
10050,14,process
10244,14,process
10257,14,process
10342,14,process
10479,14,process
10541,14,process
10564,14,process
10728,14,process
10792,14,process
10808,14,process
10907,14,process
11111,14,process
11316,14,process
11338,14,process
11511,14,process
12095,14,process
12426,14,process
18133,14,process
19610,14,process
19663,14,process
20709,14,process
20894,14,process
21829,14,process
22199,14,process
22211,14,process
24497,14,process
24574,14,process
26093,14,process
27046,14,process
31368,14,process
32588,14,process
32701,14,process
34650,14,process
2516,15,need
3938,15,need
4142,15,need
4166,15,need
4359,15,need
4653,15,need
5208,15,need
5233,15,need
5326,15,need
5522,15,need
5610,15,need
5643,15,need
5699,15,need
7273,15,need
7729,15,need
7801,15,need
7825,15,need
7844,15,need
7889,15,need
8095,15,need
8108,15,need
8355,15,need
8514,15,need
9844,15,need
10046,15,need
10124,15,need
10238,15,need
10251,15,need
10338,15,need
10475,15,need
10537,15,need
10551,15,need
10640,15,need
10868,15,need
10890,15,need
10903,15,need
11107,15,need
11312,15,need
11334,15,need
11383,15,need
11507,15,need
12089,15,need
12234,15,need
12282,15,need
17300,15,need
24121,15,need
26089,15,need
26260,15,need
26482,15,need
28649,15,need
29856,15,need
30221,15,need
31353,15,need
31624,15,need
31838,15,need
32571,15,need
32697,15,need
33015,15,need
34526,15,need
625,16,leftists
845,16,leftists
959,16,leftists
1334,16,leftists
1370,16,leftists
1517,16,leftists
2020,16,leftists
2296,16,leftists
2401,16,leftists
2558,16,leftists
2681,16,leftists
2703,16,leftists
3268,16,leftists
3491,16,leftists
3564,16,leftists
3657,16,leftists
3836,16,leftists
3861,16,leftists
13516,16,leftists
31634,16,leftists
31716,16,leftists
31938,16,leftists
31986,16,leftists
32103,16,leftists
32129,16,leftists
32163,16,leftists
32191,16,leftists
32211,16,leftists
32284,16,leftists
32419,16,leftists
32427,16,leftists
32559,16,leftists
32937,16,leftists
32978,16,leftists
33049,16,leftists
33133,16,leftists
33323,16,leftists
33430,16,leftists
33467,16,leftists
33520,16,leftists
33579,16,leftists
33750,16,leftists
33866,16,leftists
33870,16,leftists
33984,16,leftists
33987,16,leftists
34108,16,leftists
34228,16,leftists
34257,16,leftists
34311,16,leftists
313,17,make
2051,17,make
2124,17,make
2185,17,make
2426,17,make
2453,17,make
3546,17,make
3575,17,make
3664,17,make
3678,17,make
3712,17,make
3822,17,make
4121,17,make
5599,17,make
6498,17,make
7839,17,make
8545,17,make
9510,17,make
10129,17,make
10396,17,make
12110,17,make
12400,17,make
12898,17,make
14220,17,make
14923,17,make
14967,17,make
15061,17,make
15385,17,make
15842,17,make
16378,17,make
17082,17,make
17356,17,make
18183,17,make
