index,rank,word
140807,11,many
143065,11,many
148650,11,many
154948,11,many
155099,11,many
163931,11,many
164788,11,many
174705,11,many
178014,11,many
179399,11,many
180193,11,many
180253,11,many
180980,11,many
181584,11,many
181727,11,many
17867,12,freedom
59840,12,freedom
65966,12,freedom
65989,12,freedom
66084,12,freedom
66124,12,freedom
66743,12,freedom
66936,12,freedom
67176,12,freedom
67572,12,freedom
67988,12,freedom
68241,12,freedom
69620,12,freedom
69782,12,freedom
69792,12,freedom
69940,12,freedom
69998,12,freedom
70414,12,freedom
70886,12,freedom
70985,12,freedom
71077,12,freedom
71570,12,freedom
71756,12,freedom
78816,12,freedom
78981,12,freedom
79046,12,freedom
79561,12,freedom
79908,12,freedom
80125,12,freedom
80266,12,freedom
80771,12,freedom
80883,12,freedom
81845,12,freedom
89177,12,freedom
91225,12,freedom
91982,12,freedom
92847,12,freedom
92946,12,freedom
93596,12,freedom
93697,12,freedom
93765,12,freedom
94106,12,freedom
94128,12,freedom
94431,12,freedom
95433,12,freedom
96119,12,freedom
98103,12,freedom
98292,12,freedom
98615,12,freedom
98701,12,freedom
99281,12,freedom
100065,12,freedom
100519,12,freedom
100762,12,freedom
101650,12,freedom
101891,12,freedom
102476,12,freedom
103126,12,freedom
103983,12,freedom
104147,12,freedom
105988,12,freedom
106072,12,freedom
106550,12,freedom
107014,12,freedom
107315,12,freedom
118141,12,freedom
128492,12,freedom
128898,12,freedom
133080,12,freedom
133116,12,freedom
153969,12,freedom
161591,12,freedom
171035,12,freedom
173153,12,freedom
173315,12,freedom
181659,12,freedom
843,13,industrial
1715,13,industrial
1977,13,industrial
2344,13,industrial
20069,13,industrial
26676,13,industrial
31614,13,industrial
33126,13,industrial
33555,13,industrial
36301,13,industrial
36490,13,industrial
36860,13,industrial
39296,13,industrial
39748,13,industrial
40477,13,industrial
49545,13,industrial
53996,13,industrial
61041,13,industrial
65834,13,industrial
78724,13,industrial
81984,13,industrial
88613,13,industrial
89127,13,industrial
92655,13,industrial
102593,13,industrial
103835,13,industrial
107381,13,industrial
